gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,costat,ggroup
63645,20211231,2021,INDL,C,D,STD,ENDP,USD,A,3520
63650,20211231,2021,INDL,C,D,STD,SPPI,USD,A,3520
63700,20211231,2021,INDL,C,D,STD,ATRS,USD,A,3520
63725,20211231,2021,INDL,C,D,STD,WTBA,USD,A,4010
63739,20211231,2021,INDL,C,D,STD,BJRI,USD,A,2530
63763,20210131,2020,INDL,C,D,STD,HIBB,USD,A,2550
63781,20211231,2021,INDL,C,D,STD,WTFC,USD,A,4010
63847,20211231,2021,INDL,C,D,STD,PAG,USD,A,2550
63863,20211231,2021,INDL,C,D,STD,USNA,USD,A,3030
63876,20210331,2020,INDL,C,D,STD,TGI,USD,A,2010
63892,20211231,2021,INDL,C,D,STD,NOV,USD,A,1010
63927,20210731,2021,INDL,C,D,STD,UNFI,USD,A,3010
63986,20210331,2020,INDL,C,D,STD,PLUS,USD,A,4520
64028,20211231,2021,INDL,C,D,STD,NUS,USD,A,3030
64030,20211231,2021,INDL,C,D,STD,STLD,USD,A,1510
64061,20211231,2021,INDL,C,D,STD,FORR,USD,A,2020
64088,20210331,2020,INDL,C,D,STD,VSAT,USD,A,4520
64166,20211231,2021,INDL,C,D,STD,DGX,USD,A,3510
64175,20211231,2021,INDL,C,D,STD,LAD,USD,A,2550
64223,20211231,2021,INDL,C,D,STD,DXPE,USD,A,2010
64275,20210531,2020,INDL,C,D,STD,CALM,USD,A,3020
64302,20211231,2021,INDL,C,D,STD,NSP,USD,A,2020
64306,20211231,2021,INDL,C,D,STD,KRC,USD,A,6010
64327,20211231,2021,INDL,C,D,STD,CERS,USD,A,3510
64334,20211231,2021,INDL,C,D,STD,VCEL,USD,A,3520
64344,20210731,2021,INDL,C,D,STD,MTN,USD,A,2530
64356,20211031,2021,INDL,C,D,STD,CIEN,USD,A,4520
64389,20211231,2021,INDL,C,D,STD,SLGN,USD,A,1510
64410,20210228,2020,INDL,C,D,STD,KMX,USD,A,2550
64536,20211231,2021,INDL,C,D,STD,EEFT,USD,A,4510
64547,20211231,2021,INDL,C,D,STD,SSB,USD,A,4010
64630,20210331,2020,INDL,C,D,STD,TTWO,USD,A,5020
64637,20210930,2021,INDL,C,D,STD,EMKR,USD,A,4520
64699,20211231,2021,INDL,C,D,STD,FBC,USD,A,4010
64766,20211231,2021,INDL,C,D,STD,RMBS,USD,A,4530
64768,20211231,2021,INDL,C,D,STD,AMZN,USD,A,2550
64794,20211231,2021,INDL,C,D,STD,UCBI,USD,A,4010
64821,20211231,2021,INDL,C,D,STD,ARE,USD,A,6010
64853,20210331,2020,INDL,C,D,STD,QRVO,USD,A,4530
64857,20211231,2021,INDL,C,D,STD,SRPT,USD,A,3520
64891,20210331,2020,INDL,C,D,STD,RL,USD,A,2520
64901,20210930,2021,INDL,C,D,STD,MMS,USD,A,4510
64925,20211231,2021,INDL,C,D,STD,BXP,USD,A,6010
64929,20210831,2021,INDL,C,D,STD,SLP,USD,A,3510
64979,20211231,2021,INDL,C,D,STD,PPBI,USD,A,4010
64997,20211231,2021,INDL,C,D,STD,FIX,USD,A,2010
65006,20211231,2021,INDL,C,D,STD,HLX,USD,A,1010
65009,20211231,2021,INDL,C,D,STD,AROC,USD,A,1010
65011,20211231,2021,INDL,C,D,STD,HSKA,USD,A,3510
65021,20210331,2020,INDL,C,D,STD,EGHT,USD,A,4510
65084,20211231,2021,INDL,C,D,STD,CXW,USD,A,2020
65108,20211231,2021,INDL,C,D,STD,JLL,USD,A,6010
65228,20211231,2021,INDL,C,D,STD,UMPQ,USD,A,4010
65235,20211231,2021,INDL,C,D,STD,DHIL,USD,A,4020
65275,20211231,2021,INDL,C,D,STD,BFAM,USD,A,2530
65290,20211231,2021,INDL,C,D,STD,SLG,USD,A,6010
65343,20210831,2021,INDL,C,D,STD,PSMT,USD,A,3010
65399,20210930,2021,INDL,C,D,STD,MTOR,USD,A,2010
65406,20210331,2020,INDL,C,D,STD,PETS,USD,A,2550
65417,20211231,2021,INDL,C,D,STD,YUM,USD,A,2530
65421,20211231,2021,INDL,C,D,STD,FARO,USD,A,4520
65430,20210131,2020,INDL,C,D,STD,PLCE,USD,A,2550
65500,20211231,2021,INDL,C,D,STD,NAT,USD,A,1010
65548,20211231,2021,INDL,C,D,STD,CAC,USD,A,4010
65552,20211231,2021,INDL,C,D,STD,INVE,USD,A,4520
65556,20211231,2021,INDL,C,D,STD,NLY,USD,A,4020
65590,20211231,2021,INDL,C,D,STD,SRI,USD,A,2510
65607,20210630,2021,INDL,C,D,STD,OSIS,USD,A,4520
65609,20211231,2021,INDL,C,D,STD,CHRW,USD,A,2030
65615,20211231,2021,INDL,C,D,STD,CHH,USD,A,2530
65671,20211231,2021,INDL,C,D,STD,DRQ,USD,A,1010
65689,20211231,2021,INDL,C,D,STD,MBWM,USD,A,4010
65702,20211231,2021,INDL,C,D,STD,CWST,USD,A,2020
65710,20211231,2021,INDL,C,D,STD,EPR,USD,A,6010
65718,20211231,2021,INDL,C,D,STD,GPI,USD,A,2550
65772,20211231,2021,INDL,C,D,STD,MTD,USD,A,3520
65796,20211231,2021,INDL,C,D,STD,MOFG,USD,A,4010
65831,20211231,2021,INDL,C,D,STD,SAH,USD,A,2550
65886,20211231,2021,INDL,C,D,STD,AMG,USD,A,4020
66016,20211231,2021,INDL,C,D,STD,INGR,USD,A,3020
66032,20211231,2021,INDL,C,D,STD,POWI,USD,A,4530
66065,20211231,2021,INDL,C,D,STD,URI,USD,A,2010
66235,20211231,2021,INDL,C,D,STD,HOPE,USD,A,4010
66285,20211231,2021,INDL,C,D,STD,HFWA,USD,A,4010
66288,20211231,2021,INDL,C,D,STD,MPB,USD,A,4010
66290,20210228,2020,INDL,C,D,STD,SCS,USD,A,2020
66354,20211231,2021,INDL,C,D,STD,WPC,USD,A,6010
66368,20211231,2021,INDL,C,D,STD,VRSN,USD,A,4510
66371,20210930,2021,INDL,C,D,STD,IESC,USD,A,2010
66393,20210630,2021,INDL,C,D,STD,MRCY,USD,A,2010
66394,20211231,2021,INDL,C,D,STD,PFIS,USD,A,4010
66446,20211231,2021,INDL,C,D,STD,PWR,USD,A,2010
66586,20211231,2021,INDL,C,D,STD,CNXN,USD,A,4520
66588,20210930,2021,INDL,C,D,STD,SRDX,USD,A,3510
66697,20211231,2021,INDL,C,D,STD,INO,USD,A,3520
66929,20211231,2021,INDL,C,D,STD,TPB,USD,A,3020
100873,20211231,2021,INDL,C,D,STD,NLSN,USD,A,2020
104432,20211231,2021,INDL,C,D,STD,NCLH,USD,A,2530
105365,20211231,2021,INDL,C,D,STD,AMT,USD,A,6010
105538,20211231,2021,INDL,C,D,STD,BSRR,USD,A,4010
105670,20211231,2021,INDL,C,D,STD,BRKL,USD,A,4010
105936,20211231,2021,INDL,C,D,STD,COLM,USD,A,2520
107817,20211231,2021,INDL,C,D,STD,PGC,USD,A,4010
109183,20211231,2021,INDL,C,D,STD,PFBC,USD,A,4010
109599,20211231,2021,INDL,C,D,STD,HTBK,USD,A,4010
109621,20211231,2021,INDL,C,D,STD,LBAI,USD,A,4010
109826,20211231,2021,INDL,C,D,STD,MANH,USD,A,4510
109919,20211231,2021,INDL,C,D,STD,CRAI,USD,A,2020
110039,20211231,2021,INDL,C,D,STD,AMKR,USD,A,4530
110179,20211231,2021,INDL,C,D,STD,VTR,USD,A,6010
110566,20211231,2021,INDL,C,D,STD,IOSP,USD,A,1510
110760,20211231,2021,INDL,C,D,STD,AXTI,USD,A,4530
111000,20211231,2021,INDL,C,D,STD,HCKT,USD,A,4510
111103,20210930,2021,INDL,C,D,STD,HZO,USD,A,2550
111534,20211231,2021,INDL,C,D,STD,MSTR,USD,A,4510
111721,20211231,2021,INDL,C,D,STD,EGBN,USD,A,4010
111864,20211231,2021,INDL,C,D,STD,CTSH,USD,A,4510
111873,20210131,2020,INDL,C,D,STD,RH,USD,A,2550
111880,20210930,2021,INDL,C,D,STD,DOX,USD,A,4510
111940,20211231,2021,INDL,C,D,STD,FNLC,USD,A,4010
112111,20211231,2021,INDL,C,D,STD,CSGP,USD,A,2020
112721,20211231,2021,INDL,C,D,STD,RBCAA,USD,A,4010
112759,20211231,2021,INDL,C,D,STD,LEU,USD,A,1010
113490,20211231,2021,INDL,C,D,STD,CCI,USD,A,6010
114524,20211231,2021,INDL,C,D,STD,EBAY,USD,A,2550
114628,20211231,2021,INDL,C,D,STD,GS,USD,A,4020
115876,20211231,2021,INDL,C,D,STD,PB,USD,A,4010
116772,20211231,2021,INDL,C,D,STD,BCOR,USD,A,4020
117036,20211231,2021,INDL,C,D,STD,GDEN,USD,A,2530
117141,20211231,2021,INDL,C,D,STD,EFSC,USD,A,4010
117260,20211231,2021,INDL,C,D,STD,HT,USD,A,6010
117768,20210131,2020,INDL,C,D,STD,NVDA,USD,A,4530
117861,20211231,2021,INDL,C,D,STD,AXL,USD,A,2510
118042,20211231,2021,INDL,C,D,STD,EWBC,USD,A,4010
118223,20210630,2021,INDL,C,D,STD,EPAY,USD,A,4510
118267,20210430,2020,INDL,C,D,STD,KFY,USD,A,2020
118525,20211231,2021,INDL,C,D,STD,EBTC,USD,A,4010
119275,20211231,2021,INDL,C,D,STD,MKSI,USD,A,4530
119316,20211231,2021,INDL,C,D,STD,TREX,USD,A,2010
119414,20210930,2021,INDL,C,D,STD,CFFN,USD,A,4010
119574,20210630,2021,INDL,C,D,STD,EXTR,USD,A,4520
119714,20211231,2021,INDL,C,D,STD,ATLC,USD,A,4020
120048,20211231,2021,INDL,C,D,STD,HSII,USD,A,2020
120093,20211231,2021,INDL,C,D,STD,CNX,USD,A,1010
120318,20211231,2021,INDL,C,D,STD,TOWN,USD,A,4010
120444,20211231,2021,INDL,C,D,STD,WCC,USD,A,2010
121077,20210930,2021,INDL,C,D,STD,FFIV,USD,A,4520
121142,20211231,2021,INDL,C,D,STD,SKX,USD,A,2520
121382,20211231,2021,INDL,C,D,STD,SBAC,USD,A,6010
121440,20211231,2021,INDL,C,D,STD,UTHR,USD,A,3520
121713,20211231,2021,INDL,C,D,STD,FISI,USD,A,4010
121718,20211231,2021,INDL,C,D,STD,JNPR,USD,A,4520
121815,20211231,2021,INDL,C,D,STD,ECPG,USD,A,4020
122211,20210131,2020,INDL,C,D,STD,HOFT,USD,A,2520
122257,20211231,2021,INDL,C,D,STD,BMRN,USD,A,3520
122380,20211231,2021,INDL,C,D,STD,LII,USD,A,2010
122394,20211231,2021,INDL,C,D,STD,PRFT,USD,A,4510
122519,20210630,2021,INDL,C,D,STD,FLWS,USD,A,2550
122902,20210331,2020,INDL,C,D,STD,NTCT,USD,A,4520
124036,20210630,2021,INDL,C,D,STD,EGAN,USD,A,4510
124434,20211231,2021,INDL,C,D,STD,BLK,USD,A,4020
125240,20211231,2021,INDL,C,D,STD,WWE,USD,A,5020
125580,20211231,2021,INDL,C,D,STD,SFST,USD,A,4010
125595,20211231,2021,INDL,C,D,STD,AKAM,USD,A,4510
125604,20211231,2021,INDL,C,D,STD,PLUG,USD,A,2010
125794,20211231,2021,INDL,C,D,STD,NEO,USD,A,3520
126056,20211231,2021,INDL,C,D,STD,KTOS,USD,A,2010
126136,20211231,2021,INDL,C,D,STD,CHTR,USD,A,5020
126296,20211231,2021,INDL,C,D,STD,EXPE,USD,A,2530
126554,20211031,2021,INDL,C,D,STD,A,USD,A,3520
126721,20211231,2021,INDL,C,D,STD,TDY,USD,A,4520
127377,20211231,2021,INDL,C,D,STD,BGCP,USD,A,4020
128978,20211231,2021,INDL,C,D,STD,PKG,USD,A,1510
129466,20211231,2021,INDL,C,D,STD,AGEN,USD,A,3520
133288,20211231,2021,INDL,C,D,STD,SLAB,USD,A,4530
133366,20211231,2021,INDL,C,D,STD,EW,USD,A,3510
133367,20210930,2021,INDL,C,D,STD,EPC,USD,A,3030
133468,20211231,2021,INDL,C,D,STD,RIGL,USD,A,3520
133726,20210930,2021,INDL,C,D,STD,CCMP,USD,A,4530
133766,20211231,2021,INDL,C,D,STD,HSTM,USD,A,3510
133768,20211231,2021,INDL,C,D,STD,MET,USD,A,4030
133869,20211231,2021,INDL,C,D,STD,LPSN,USD,A,4510
133871,20211231,2021,INDL,C,D,STD,SGMO,USD,A,3520
133885,20211231,2021,INDL,C,D,STD,EXEL,USD,A,3520
134932,20211231,2021,INDL,C,D,STD,ON,USD,A,4530
135788,20211231,2021,INDL,C,D,STD,CEVA,USD,A,4530
135990,20211231,2021,INDL,C,D,STD,NRG,USD,A,5510
136186,20211231,2021,INDL,C,D,STD,INSM,USD,A,3520
136265,20211231,2021,INDL,C,D,STD,PACW,USD,A,4010
136648,20211231,2021,INDL,C,D,STD,VC,USD,A,2510
136725,20211231,2021,INDL,C,D,STD,ISRG,USD,A,3510
137131,20211231,2021,INDL,C,D,STD,CRL,USD,A,3520
137310,20210131,2020,INDL,C,D,STD,MRVL,USD,A,4530
137351,20211231,2021,INDL,C,D,STD,BHLB,USD,A,4010
137573,20211231,2021,INDL,C,D,STD,ENTG,USD,A,4530
137602,20211231,2021,INDL,C,D,STD,ACLS,USD,A,4530
137943,20211231,2021,INDL,C,D,STD,EVC,USD,A,5020
138205,20211231,2021,INDL,C,D,STD,ILMN,USD,A,3520
138341,20211231,2021,INDL,C,D,STD,CRIS,USD,A,3520
138483,20211231,2021,INDL,C,D,STD,BRKR,USD,A,3520
138743,20211231,2021,INDL,C,D,STD,EQIX,USD,A,6010
139025,20211231,2021,INDL,C,D,STD,PNFP,USD,A,4010
139665,20211231,2021,INDL,C,D,STD,MCO,USD,A,4020
139804,20211231,2021,INDL,C,D,STD,TTMI,USD,A,4520
140044,20211231,2021,INDL,C,D,STD,DRRX,USD,A,3520
140073,20211231,2021,INDL,C,D,STD,ITGR,USD,A,3510
140988,20211231,2021,INDL,C,D,STD,TNET,USD,A,2020
141178,20211231,2021,INDL,C,D,STD,INSG,USD,A,4520
141277,20211231,2021,INDL,C,D,STD,EXAS,USD,A,3520
141384,20211231,2021,INDL,C,D,STD,ALGN,USD,A,3510
141459,20211231,2021,INDL,C,D,STD,GRMN,USD,A,2520
141460,20211231,2021,INDL,C,D,STD,SGEN,USD,A,3520
141469,20211231,2021,INDL,C,D,STD,HBIO,USD,A,3520
141496,20211231,2021,INDL,C,D,STD,DVAX,USD,A,3520
141846,20211231,2021,INDL,C,D,STD,ACAD,USD,A,3520
141913,20211231,2021,INDL,C,D,STD,GPN,USD,A,4510
142260,20211231,2021,INDL,C,D,STD,OIS,USD,A,1010
142337,20211231,2021,INDL,C,D,STD,NOG,USD,A,1010
142814,20210630,2021,INDL,C,D,STD,SYNA,USD,A,4530
142953,20211231,2021,INDL,C,D,STD,MDLZ,USD,A,3020
142956,20211231,2021,INDL,C,D,STD,OMCL,USD,A,3510
143356,20211231,2021,INDL,C,D,STD,PRU,USD,A,4030
143357,20210831,2021,INDL,C,D,STD,ACN,USD,A,4510
144396,20211231,2021,INDL,C,D,STD,CCRN,USD,A,3510
144435,20211231,2021,INDL,C,D,STD,BG,USD,A,3020
144437,20211231,2021,INDL,C,D,STD,PDFS,USD,A,4530
144520,20211231,2021,INDL,C,D,STD,AMN,USD,A,3510
144559,20211231,2021,INDL,C,D,STD,ZBH,USD,A,3510
144640,20211231,2021,INDL,C,D,STD,ABG,USD,A,2550
144998,20211231,2021,INDL,C,D,STD,XPO,USD,A,2030
145041,20211231,2021,INDL,C,D,STD,BGFV,USD,A,2550
145046,20211231,2021,INDL,C,D,STD,ANTM,USD,A,3510
145049,20210131,2020,INDL,C,D,STD,GME,USD,A,2550
145552,20211231,2021,INDL,C,D,STD,CNC,USD,A,3510
145701,20211231,2021,INDL,C,D,STD,PFG,USD,A,4030
145977,20211231,2021,INDL,C,D,STD,AAP,USD,A,2550
146017,20210831,2021,INDL,C,D,STD,AYI,USD,A,2010
146140,20211231,2021,INDL,C,D,STD,PDM,USD,A,6010
146171,20211231,2021,INDL,C,D,STD,MANT,USD,A,2020
146616,20211231,2021,INDL,C,D,STD,CORT,USD,A,3520
146648,20211231,2021,INDL,C,D,STD,CUTR,USD,A,3510
147204,20211231,2021,INDL,C,D,STD,CCOI,USD,A,5010
147242,20210131,2020,INDL,C,D,STD,VRNT,USD,A,4510
147305,20211231,2021,INDL,C,D,STD,JBLU,USD,A,2030
147579,20211231,2021,INDL,C,D,STD,NFLX,USD,A,5020
147708,20211031,2021,INDL,C,D,STD,CVGW,USD,A,3020
147849,20211231,2021,INDL,C,D,STD,CPSI,USD,A,3510
147868,20211231,2021,INDL,C,D,STD,OSTK,USD,A,2550
147988,20210930,2021,INDL,C,D,STD,ACM,USD,A,2010
148223,20211231,2021,INDL,C,D,STD,GLDD,USD,A,2010
148349,20210930,2021,INDL,C,D,STD,TDG,USD,A,2010
148350,20211231,2021,INDL,C,D,STD,TA,USD,A,2550
148390,20211231,2021,INDL,C,D,STD,FORM,USD,A,4530
148469,20211231,2021,INDL,C,D,STD,SAFT,USD,A,4030
148950,20211231,2021,INDL,C,D,STD,NPO,USD,A,2010
149070,20211231,2021,INDL,C,D,STD,CME,USD,A,4020
149177,20211231,2021,INDL,C,D,STD,NXST,USD,A,5020
149318,20211231,2021,INDL,C,D,STD,WYNN,USD,A,2530
149337,20211231,2021,INDL,C,D,STD,NDAQ,USD,A,4020
149618,20211231,2021,INDL,C,D,STD,BANC,USD,A,4010
150139,20210131,2020,INDL,C,D,STD,DKS,USD,A,2550
150278,20211231,2021,INDL,C,D,STD,CRI,USD,A,2520
150279,20211231,2021,INDL,C,D,STD,PFS,USD,A,4010
150306,20211231,2021,INDL,C,D,STD,TCBI,USD,A,4010
150477,20211231,2021,INDL,C,D,STD,PRAA,USD,A,4020
150481,20211231,2021,INDL,C,D,STD,SAIA,USD,A,2030
151630,20211231,2021,INDL,C,D,STD,HALO,USD,A,3520
152049,20211231,2021,INDL,C,D,STD,FBMS,USD,A,4010
152149,20211231,2021,INDL,C,D,STD,MOH,USD,A,3510
153130,20211231,2021,INDL,C,D,STD,AXS,USD,A,4030
154039,20211231,2021,INDL,C,D,STD,NTGR,USD,A,4520
154739,20211231,2021,INDL,C,D,STD,GOOD,USD,A,6010
155280,20211231,2021,INDL,C,D,STD,ATSG,USD,A,2030
155393,20211231,2021,INDL,C,D,STD,WLL,USD,A,1010
155394,20211231,2021,INDL,C,D,STD,LKQ,USD,A,2550
155738,20211231,2021,INDL,C,D,STD,NNI,USD,A,4020
155754,20211231,2021,INDL,C,D,STD,AHT,USD,A,6010
156155,20211130,2021,INDL,C,D,STD,SNX,USD,A,4520
156383,20211231,2021,INDL,C,D,STD,AEL,USD,A,4030
156614,20210131,2020,INDL,C,D,STD,CONN,USD,A,2550
156861,20211231,2021,INDL,C,D,STD,TPX,USD,A,2520
156953,20211231,2021,INDL,C,D,STD,HTH,USD,A,4010
157057,20211231,2021,INDL,C,D,STD,AIZ,USD,A,4030
157153,20210930,2021,INDL,C,D,STD,CMP,USD,A,1510
157679,20211231,2021,INDL,C,D,STD,SRC,USD,A,6010
157855,20210131,2020,INDL,C,D,STD,CRM,USD,A,4510
157865,20210630,2021,INDL,C,D,STD,MEIP,USD,A,3520
157955,20211231,2021,INDL,C,D,STD,AGO,USD,A,4030
158053,20211231,2021,INDL,C,D,STD,NYMT,USD,A,4020
158354,20211231,2021,INDL,C,D,STD,GNW,USD,A,4030
158563,20211231,2021,INDL,C,D,STD,CYTK,USD,A,3520
158587,20211231,2021,INDL,C,D,STD,TBBK,USD,A,4010
158737,20211231,2021,INDL,C,D,STD,SP,USD,A,2020
158742,20211231,2021,INDL,C,D,STD,MKTX,USD,A,4020
158743,20211231,2021,INDL,C,D,STD,BGS,USD,A,3020
160173,20211231,2021,INDL,C,D,STD,ABR,USD,A,4020
160211,20211231,2021,INDL,C,D,STD,DPZ,USD,A,2530
160225,20211231,2021,INDL,C,D,STD,MA,USD,A,4510
160329,20211231,2021,INDL,C,D,STD,GOOGL,USD,A,5020
160340,20211231,2021,INDL,C,D,STD,MNKD,USD,A,3520
160341,20211231,2021,INDL,C,D,STD,WTI,USD,A,1010
160373,20211231,2021,INDL,C,D,STD,MORN,USD,A,4020
160376,20211231,2021,INDL,C,D,STD,TXRH,USD,A,2530
160479,20211231,2021,INDL,C,D,STD,EXR,USD,A,6010
160598,20210930,2021,INDL,C,D,STD,BECN,USD,A,2010
160621,20211231,2021,INDL,C,D,STD,SFL,USD,A,1010
160668,20211231,2021,INDL,C,D,STD,INVA,USD,A,3520
160681,20211231,2021,INDL,C,D,STD,HY,USD,A,2010
160684,20211231,2021,INDL,C,D,STD,WLK,USD,A,1510
160706,20211231,2021,INDL,C,D,STD,DRH,USD,A,6010
160770,20211231,2021,INDL,C,D,STD,MRTX,USD,A,3520
160776,20211231,2021,INDL,C,D,STD,SBNY,USD,A,4010
160785,20211231,2021,INDL,C,D,STD,VVI,USD,A,2020
160888,20211231,2021,INDL,C,D,STD,MPWR,USD,A,4530
160893,20210331,2020,INDL,C,D,STD,ENS,USD,A,2010
160913,20211231,2021,INDL,C,D,STD,ORA,USD,A,5510
160990,20211231,2021,INDL,C,D,STD,CUBE,USD,A,6010
160991,20211231,2021,INDL,C,D,STD,DLR,USD,A,6010
161048,20211231,2021,INDL,C,D,STD,ACC,USD,A,6010
161813,20211231,2021,INDL,C,D,STD,BXC,USD,A,2010
161844,20211231,2021,INDL,C,D,STD,LVS,USD,A,2530
161853,20210630,2021,INDL,C,D,STD,KRNY,USD,A,4010
161997,20211231,2021,INDL,C,D,STD,HURN,USD,A,2020
162127,20211231,2021,INDL,C,D,STD,CNSL,USD,A,5010
162129,20211231,2021,INDL,C,D,STD,MOS,USD,A,1510
162146,20211231,2021,INDL,C,D,STD,CYRX,USD,A,3510
162160,20211231,2021,INDL,C,D,STD,MPW,USD,A,6010
162254,20211231,2021,INDL,C,D,STD,CE,USD,A,1510
162264,20211231,2021,INDL,C,D,STD,NP,USD,A,1510
162293,20211231,2021,INDL,C,D,STD,INBK,USD,A,4010
162335,20210331,2020,INDL,C,D,STD,PBH,USD,A,3520
162354,20210930,2021,INDL,C,D,STD,DLB,USD,A,4510
162385,20211231,2021,INDL,C,D,STD,WEX,USD,A,4510
162401,20211231,2021,INDL,C,D,STD,HUN,USD,A,1510
162404,20211231,2021,INDL,C,D,STD,LHCG,USD,A,3510
162449,20211231,2021,INDL,C,D,STD,EXLS,USD,A,4510
162453,20211231,2021,INDL,C,D,STD,AMTX,USD,A,1010
162559,20211231,2021,INDL,C,D,STD,LAZ,USD,A,4020
162887,20211231,2021,INDL,C,D,STD,DXCM,USD,A,3510
162988,20210131,2020,INDL,C,D,STD,ZUMZ,USD,A,2550
163036,20211231,2021,INDL,C,D,STD,BLDR,USD,A,2010
163051,20210131,2020,INDL,C,D,STD,CTRN,USD,A,2550
163113,20211231,2021,INDL,C,D,STD,KOP,USD,A,1510
163610,20211231,2021,INDL,C,D,STD,ICE,USD,A,4020
163678,20211231,2021,INDL,C,D,STD,EVRI,USD,A,2530
163685,20211231,2021,INDL,C,D,STD,EGLE,USD,A,2030
163765,20211231,2021,INDL,C,D,STD,CPS,USD,A,2510
163884,20211231,2021,INDL,C,D,STD,FSP,USD,A,6010
163889,20211231,2021,INDL,C,D,STD,ATRC,USD,A,3510
163891,20211231,2021,INDL,C,D,STD,RUTH,USD,A,2530
163920,20211231,2021,INDL,C,D,STD,WAL,USD,A,4010
163924,20211231,2021,INDL,C,D,STD,JRVR,USD,A,4030
163930,20211231,2021,INDL,C,D,STD,GNK,USD,A,2030
163946,20211231,2021,INDL,C,D,STD,CF,USD,A,1510
163965,20211231,2021,INDL,C,D,STD,CTSO,USD,A,3510
163983,20211231,2021,INDL,C,D,STD,THS,USD,A,3020
164086,20210630,2021,INDL,C,D,STD,CMPR,USD,A,2020
164116,20211231,2021,INDL,C,D,STD,OFLX,USD,A,2010
164363,20211231,2021,INDL,C,D,STD,TROX,USD,A,1510
164365,20211231,2021,INDL,C,D,STD,WSBF,USD,A,4010
164416,20211231,2021,INDL,C,D,STD,IRBT,USD,A,2520
164494,20211231,2021,INDL,C,D,STD,SPR,USD,A,2010
164506,20211231,2021,INDL,C,D,STD,ACCO,USD,A,2020
164572,20211231,2021,INDL,C,D,STD,AMSF,USD,A,4030
164633,20211231,2021,INDL,C,D,STD,HOMB,USD,A,4010
164652,20211231,2021,INDL,C,D,STD,BKD,USD,A,3510
164660,20211231,2021,INDL,C,D,STD,CCO,USD,A,5020
164708,20211231,2021,INDL,C,D,STD,AMP,USD,A,4020
164755,20211231,2021,INDL,C,D,STD,CROX,USD,A,2520
165051,20211231,2021,INDL,C,D,STD,SPWR,USD,A,4530
165052,20211231,2021,INDL,C,D,STD,UAA,USD,A,2520
165123,20211231,2021,INDL,C,D,STD,LDOS,USD,A,2020
165262,20211231,2021,INDL,C,D,STD,DHT,USD,A,1010
165264,20211231,2021,INDL,C,D,STD,FNF,USD,A,4030
165637,20211231,2021,INDL,C,D,STD,URG,USD,A,1010
165678,20211231,2021,INDL,C,D,STD,CPA,USD,A,2030
165746,20211231,2021,INDL,C,D,STD,LYV,USD,A,5020
165798,20210731,2021,INDL,C,D,STD,UEC,USD,A,1010
165856,20211231,2021,INDL,C,D,STD,HEES,USD,A,2010
165914,20211231,2021,INDL,C,D,STD,CMG,USD,A,2530
165993,20211231,2021,INDL,C,D,STD,FIS,USD,A,4510
166213,20210930,2021,INDL,C,D,STD,LQDT,USD,A,2550
166435,20211231,2021,INDL,C,D,STD,VNDA,USD,A,3520
166447,20210930,2021,INDL,C,D,STD,AVXL,USD,A,3520
166482,20210930,2021,INDL,C,D,STD,MWA,USD,A,2010
166555,20211231,2021,INDL,C,D,STD,ATEC,USD,A,3510
166562,20211231,2021,INDL,C,D,STD,VG,USD,A,4510
166563,20211231,2021,INDL,C,D,STD,DK,USD,A,1010
166583,20211231,2021,INDL,C,D,STD,LUNA,USD,A,4520
170384,20211231,2021,INDL,C,D,STD,GOGO,USD,A,5010
170396,20211231,2021,INDL,C,D,STD,CUBI,USD,A,4010
170419,20210630,2021,INDL,C,D,STD,HTBI,USD,A,4010
170450,20210831,2021,INDL,C,D,STD,ORMP,USD,A,3520
170520,20211231,2021,INDL,C,D,STD,RDUS,USD,A,3520
170527,20210930,2021,INDL,C,D,STD,POST,USD,A,3020
170616,20210131,2020,INDL,C,D,STD,SPLK,USD,A,4510
170617,20211231,2021,INDL,C,D,STD,FB,USD,A,5020
170714,20211231,2021,INDL,C,D,STD,ESRT,USD,A,6010
170750,20211231,2021,INDL,C,D,STD,FANG,USD,A,1010
170841,20211231,2021,INDL,C,D,STD,PSX,USD,A,1010
171002,20211231,2021,INDL,C,D,STD,GMED,USD,A,3510
171007,20211231,2021,INDL,C,D,STD,NOW,USD,A,4510
171049,20211231,2021,INDL,C,D,STD,BLMN,USD,A,2530
171067,20210731,2021,INDL,C,D,STD,PANW,USD,A,4510
171141,20210131,2020,INDL,C,D,STD,FIVE,USD,A,2550
174022,20211231,2021,INDL,C,D,STD,RLGY,USD,A,6010
174049,20211231,2021,INDL,C,D,STD,PGTI,USD,A,2010
174077,20210331,2020,INDL,C,D,STD,CVLT,USD,A,4510
174134,20211231,2021,INDL,C,D,STD,PTCT,USD,A,3520
174236,20211231,2021,INDL,C,D,STD,SEM,USD,A,3510
174310,20211231,2021,INDL,C,D,STD,KBR,USD,A,2020
174389,20211231,2021,INDL,C,D,STD,EHTH,USD,A,4030
174390,20211231,2021,INDL,C,D,STD,LMAT,USD,A,3510
174428,20211231,2021,INDL,C,D,STD,INFU,USD,A,3510
174637,20211231,2021,INDL,C,D,STD,ICFI,USD,A,2020
174744,20211231,2021,INDL,C,D,STD,EVR,USD,A,4020
175007,20211231,2021,INDL,C,D,STD,ALGT,USD,A,2030
