gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,act,at,ceq,csho,ebit,lct,lt,ni,sale,costat,prcc_c
122519,20210630,2021,INDL,C,D,STD,FLWS,USD,400.059,1076.679,509.07,65.004,154.49,265.938,567.609,118.652,2122.245,A,23.37
122902,20210331,2020,INDL,C,D,STD,NTCT,USD,722.472,3085.038,2005.779,73.752,39.998,411.275,1079.259,19.352,831.282,A,27.42
124036,20210630,2021,INDL,C,D,STD,EGAN,USD,94.678,114.563,46.061,31.231,7.339,63.541,68.502,6.959,78.287,A,9.98
124434,20211231,2021,INDL,C,D,STD,BLK,USD,,152648,37693,151.684,7484,,113755,5901,19374,A,915.56
125240,20211231,2021,INDL,C,D,STD,WWE,USD,627.256,1204.067,381.26,74.832,267.117,413.617,822.807,180.408,1095.174,A,49.34
125580,20211231,2021,INDL,C,D,STD,SFST,USD,,2925.548,277.901,7.926,78.842,,2647.647,46.711,110,A,62.49
125595,20211231,2021,INDL,C,D,STD,AKAM,USD,1920.434,8138.673,4530.014,160.512,807.202,790.341,3608.659,651.642,3461.223,A,117.04
125604,20211231,2021,INDL,C,D,STD,PLUG,USD,4448.525,5950.076,4605.696,577.655,-359.924,420.553,1344.38,-459.965,502.342,A,28.23
125794,20211231,2021,INDL,C,D,STD,NEO,USD,681.508,1869.778,1108.277,124.108,-85.35,87.232,761.501,-8.347,484.329,A,34.12
126056,20211231,2021,INDL,C,D,STD,KTOS,USD,758.1,1589.5,945.1,123.987,29.7,221.1,629.2,-2,811.5,A,19.4
126136,20211231,2021,INDL,C,D,STD,CHTR,USD,3566,142491,14050,172.741,10855,12458,124335,4654,51682,A,651.97
126296,20211231,2021,INDL,C,D,STD,EXPE,USD,8181,21548,2057,155.648,262,9450,17996,12,8598,A,180.72
126554,20211031,2021,INDL,C,D,STD,A,USD,3799,10705,5389,302.208,1409,1708,5316,1210,6319,A,159.65
126721,20211231,2021,INDL,C,D,STD,TDY,USD,2429.4,14430.3,7622,46.692,860.1,1498.4,6808.3,445.3,4614.3,A,436.89
127377,20211231,2021,INDL,C,D,STD,BGCP,USD,,3342.166,619.752,362.907,108.427,,2660.09,124.007,2015.364,A,4.65
128978,20211231,2021,INDL,C,D,STD,PKG,USD,2732.7,7836.8,3607.2,93.539,1304.2,884.8,4229.6,841.1,7730.3,A,136.15
129466,20211231,2021,INDL,C,D,STD,AGEN,USD,331.974,465.958,34.44,256.898,37.228,156.943,418.049,-23.926,295.665,A,3.22
133288,20211231,2021,INDL,C,D,STD,SLAB,USD,2238.573,2958.295,2212.424,38.481,-31.273,668.827,745.871,2117.399,720.86,A,206.42
133366,20211231,2021,INDL,C,D,STD,EW,USD,3180.7,8502.6,5835.9,624.1,1566.2,1032.3,2666.7,1503.1,5232.5,A,129.55
133367,20210930,2021,INDL,C,D,STD,EPC,USD,1135.7,3674.6,1584.3,54.37,278.4,536.8,2090.3,117,2087.3,A,45.71
133468,20211231,2021,INDL,C,D,STD,RIGL,USD,154.467,167.328,30.374,171.602,-8.975,63.554,136.954,-17.914,149.236,A,2.65
133726,20210930,2021,INDL,C,D,STD,CCMP,USD,534.981,2150.885,878.937,28.426,224.765,205.858,1271.948,-68.577,1199.831,A,191.69
133766,20211231,2021,INDL,C,D,STD,HSTM,USD,106.845,486.753,339.019,31.327,7.044,100.35,147.734,5.845,256.712,A,26.36
133768,20211231,2021,INDL,C,D,STD,MET,USD,,759708,67482,825.54,7678,,691959,6554,69690,A,62.49
133869,20211231,2021,INDL,C,D,STD,LPSN,USD,636.276,1186.656,349.437,72.234,-82.729,223.427,837.219,-124.974,469.624,A,35.72
133871,20211231,2021,INDL,C,D,STD,SGMO,USD,398.769,721.923,375.343,145.922,-188.487,127.887,346.58,-178.286,110.701,A,7.5
133885,20211231,2021,INDL,C,D,STD,EXEL,USD,1834.747,2616.239,2210.615,318.842,286.666,337.59,405.624,231.063,1434.97,A,18.28
134932,20211231,2021,INDL,C,D,STD,ON,USD,3781.6,9626,4585.4,432.473,1379.3,1543.4,5021.6,1009.6,6739.8,A,67.92
135788,20211231,2021,INDL,C,D,STD,CEVA,USD,188.98,328.659,276.732,22.985,4.658,35.44,51.927,0.396,122.886,A,43.24
135990,20211231,2021,INDL,C,D,STD,NRG,USD,10841,23182,3600,243.754,3814,7915,19582,2187,24379,A,43.08
136186,20211231,2021,INDL,C,D,STD,INSM,USD,837.04,1243.508,410.468,118.738,-367.16,135.166,833.04,-434.654,188.461,A,27.24
136265,20211231,2021,INDL,C,D,STD,PACW,USD,,40443.344,3999.63,119.585,967.95,,36443.714,606.959,1352.656,A,45.17
136648,20211231,2021,INDL,C,D,STD,VC,USD,1424,2234,516,27.985,79,852,1618,41,2773,A,111.14
136725,20211231,2021,INDL,C,D,STD,ISRG,USD,5844.9,13555,11901.1,357.7,1820.1,1149.8,1603.5,1704.6,5710.1,A,359.3
137131,20211231,2021,INDL,C,D,STD,CRL,USD,1274.095,7024.292,2534.82,50.48,634.071,1033.185,4432.3,390.982,3540.16,A,376.78
137310,20210131,2020,INDL,C,D,STD,MRVL,USD,1617.145,10764.924,8435.804,675.402,42.746,1077.097,2329.12,-277.298,2968.9,A,47.54
137351,20211231,2021,INDL,C,D,STD,BHLB,USD,,11554.913,1182.435,48.667,173.366,,10372.478,118.664,419.371,A,28.43
137573,20211231,2021,INDL,C,D,STD,ENTG,USD,1313.37,3191.896,1713.781,135.517,561.249,379.001,1478.115,409.126,2298.893,A,138.58
137602,20211231,2021,INDL,C,D,STD,ACLS,USD,619.246,753.24,538.959,33.24,127.325,150.14,214.281,98.65,662.428,A,74.56
137943,20211231,2021,INDL,C,D,STD,EVC,USD,408.478,851.342,256.926,86.598,65.228,224.862,594.416,29.292,760.192,A,6.78
138205,20211231,2021,INDL,C,D,STD,ILMN,USD,2713,15217,10740,157,314,1093,4477,762,4526,A,380.44
138341,20211231,2021,INDL,C,D,STD,CRIS,USD,122.375,162.301,90.707,91.645,-42.065,13.438,71.594,-45.436,10.649,A,4.76
138483,20211231,2021,INDL,C,D,STD,BRKR,USD,2471.8,3650,1070.5,150.754,431.2,938.5,2565.2,277.1,2417.9,A,83.91
138743,20211231,2021,INDL,C,D,STD,EQIX,USD,2957.101,27918.698,10882.082,90.571,1120.086,1605.954,17036.934,500.191,6635.537,A,845.84
139025,20211231,2021,INDL,C,D,STD,PNFP,USD,,38469.399,5093.481,76.143,780.753,,33158.792,527.323,1426.948,A,95.5
139665,20211231,2021,INDL,C,D,STD,MCO,USD,4011,14680,2727,185.64,2866,2496,11764,2214,6218,A,390.58
139804,20211231,2021,INDL,C,D,STD,TTMI,USD,1407.413,3025.547,1455.417,103.533,130.236,558.148,1570.13,54.414,2248.74,A,14.9
140044,20211231,2021,INDL,C,D,STD,DRRX,USD,81.737,91.99,57.782,227.68,-34.273,10.056,34.208,-36.265,13.977,A,0.9859
140073,20211231,2021,INDL,C,D,STD,ITGR,USD,452.982,2582.215,1354.697,33.063,144.612,159.629,1227.518,96.808,1221.079,A,85.59
140988,20211231,2021,INDL,C,D,STD,TNET,USD,2439,3309,881,65.968,462,1739,2428,338,4540,A,95.26
141178,20211231,2021,INDL,C,D,STD,INSG,USD,127.619,215.843,-24.854,105.381,-45.174,74.83,240.697,-48.125,262.399,A,5.83
141277,20211231,2021,INDL,C,D,STD,EXAS,USD,1426.237,6684.884,3387.636,173.674,-609.486,517.068,3297.248,-595.625,1767.087,A,77.83
141384,20211231,2021,INDL,C,D,STD,ALGN,USD,2494.075,5942.11,3622.714,78.71,976.504,1924.071,2319.396,772.02,3952.584,A,657.18
141459,20211231,2021,INDL,C,D,STD,GRMN,USD,4261.772,7854.427,6114.159,192.608,1218.62,1448.148,1740.268,1082.2,4982.795,A,136.17
141460,20211231,2021,INDL,C,D,STD,SGEN,USD,2869.194,3719.604,3065.139,183.381,-682.056,568.854,654.465,-674.471,1574.371,A,154.6
141469,20211231,2021,INDL,C,D,STD,HBIO,USD,61.583,162.344,83.401,41.143,6.528,25.316,78.943,-0.288,118.904,A,7.05
141496,20211231,2021,INDL,C,D,STD,DVAX,USD,972.52,1039.246,222.374,122.945,136.074,556.402,816.872,76.713,439.442,A,14.07
141846,20211231,2021,INDL,C,D,STD,ACAD,USD,617.823,700.122,540.894,161.013,-170.439,96.068,159.228,-167.87,484.145,A,23.34
141913,20211231,2021,INDL,C,D,STD,GPN,USD,4710.985,45279.713,25628.201,284.75,1755.876,4463.014,19410.296,965.46,8523.762,A,135.18
142260,20211231,2021,INDL,C,D,STD,OIS,USD,426.727,1085.748,695.826,61.378,-61.668,177.287,389.922,-63.993,573.161,A,4.97
142337,20211231,2021,INDL,C,D,STD,NOG,USD,215.328,1522.866,215.133,77.342,77.959,327.557,1307.731,6.361,496.899,A,20.58
142814,20210630,2021,INDL,C,D,STD,SYNA,USD,1179.7,2226.8,967.2,35.332,149.5,786.7,1259.6,79.6,1339.6,A,289.51
142953,20211231,2021,INDL,C,D,STD,MDLZ,USD,10342,67092,28269,1391.631,5020,14008,38769,4300,28720,A,66.31
142956,20211231,2021,INDL,C,D,STD,OMCL,USD,780.702,2142.496,1146.689,44.179,103.978,876.158,995.807,77.849,1132.018,A,180.44
143356,20211231,2021,INDL,C,D,STD,PRU,USD,,937582,61876,376.286,11929,,874974,7724,70948,A,108.24
143357,20210831,2021,INDL,C,D,STD,ACN,USD,19666.511,43175.843,19529.397,632.086,7621.529,15708.867,23078.729,5906.809,50533.389,A,414.55
144396,20211231,2021,INDL,C,D,STD,CCRN,USD,508.273,732.809,297.528,37.024,143.931,199.77,435.281,132.002,1676.652,A,27.76
144435,20211231,2021,INDL,C,D,STD,BG,USD,16460,23819,6979,141.057,2299,9324,15613,2078,59152,A,93.36
144437,20211231,2021,INDL,C,D,STD,PDFS,USD,188.507,273.768,219.585,37.411,-15.817,43.826,54.183,-21.488,111.06,A,31.79
144520,20211231,2021,INDL,C,D,STD,AMN,USD,1349.068,3131.906,1162.027,47.263,499.512,969.39,1969.879,327.388,3984.235,A,122.33
144559,20211231,2021,INDL,C,D,STD,ZBH,USD,4885,23456.4,12660.7,209,1108.4,3467.9,10790,401.6,7836.2,A,127.04
144640,20211231,2021,INDL,C,D,STD,ABG,USD,1929.4,8002.6,2115.5,23.138,791.3,1598,5887.1,532.4,9837.7,A,172.73
144998,20211231,2021,INDL,C,D,STD,XPO,USD,2677,8707,1138,115,708,2538,7569,336,12806,A,77.43
145041,20211231,2021,INDL,C,D,STD,BGFV,USD,407.348,753.953,267.309,22.097,134.313,269.8,486.644,102.386,1161.82,A,19.01
145046,20211231,2021,INDL,C,D,STD,ANTM,USD,51122,97460,36060,241.771,8946,34885,61332,6104,138639,A,463.54
145049,20210131,2020,INDL,C,D,STD,GME,USD,1551.2,2472.6,436.7,65.3,-238.1,1342.7,2035.9,-215.3,5089.8,A,18.84
145552,20211231,2021,INDL,C,D,STD,CNC,USD,28497,78375,26795,582.479,3488,25765,51353,1347,125982,A,82.4
145701,20211231,2021,INDL,C,D,STD,PFG,USD,,304657.2,16069.4,261.7,1926.6,,288198.9,1710.6,13879.7,A,72.33
145977,20211231,2021,INDL,C,D,STD,AAP,USD,6275.476,12194.209,3128.291,62.009,901.527,5180.307,9065.918,616.108,10997.989,A,239.88
146017,20210831,2021,INDL,C,D,STD,AYI,USD,1544.3,3575.1,2044.5,35.192,433.1,692.2,1530.6,306.3,3461,A,211.72
146140,20211231,2021,INDL,C,D,STD,PDM,USD,,3930.665,1785.794,123.077,49.746,,2143.242,-1.153,538.537,A,18.38
146171,20211231,2021,INDL,C,D,STD,MANT,USD,597.521,2639.565,1675.42,40.796,188.316,377.228,964.145,137.017,2553.956,A,72.93
146616,20211231,2021,INDL,C,D,STD,CORT,USD,266.463,423.756,375.806,105.94,124.477,47.541,47.95,112.512,365.978,A,19.8
146648,20211231,2021,INDL,C,D,STD,CUTR,USD,249.661,280.293,56.569,17.995,3.851,73.9,223.724,2.062,231.27,A,41.32
147204,20211231,2021,INDL,C,D,STD,CCOI,USD,409.577,984.557,-373.098,47.674,111.84,81.01,1357.655,48.185,571.309,A,73.18
147242,20210131,2020,INDL,C,D,STD,VRNT,USD,1277.742,3261.295,1267.437,65.773,171.291,1163.439,1773.262,-7.267,1273.705,A,67.18
147305,20211231,2021,INDL,C,D,STD,JBLU,USD,3247,13642,3849,320,-913,3417,9793,-182,6037,A,14.24
147579,20211231,2021,INDL,C,D,STD,NFLX,USD,8069.825,44584.663,15849.248,443.963,6194.509,8488.966,28735.415,5116.228,29697.844,A,602.44
147708,20211031,2021,INDL,C,D,STD,CVGW,USD,152.641,445.402,225.515,17.686,4.774,114.624,218.519,-11.818,1055.83,A,42.4
147849,20211231,2021,INDL,C,D,STD,CPSI,USD,68.998,383.35,222.572,14.645,29.599,46.427,160.778,18.43,280.629,A,29.3
147868,20211231,2021,INDL,C,D,STD,OSTK,USD,551.79,1065.966,744.386,43.023,110.886,272.333,321.58,368.502,2756.446,A,59.01
147988,20210930,2021,INDL,C,D,STD,ACM,USD,6173.543,11733.954,2712.47,143.169,643.349,5521.715,8904.377,173.185,13340.852,A,77.35
148223,20211231,2021,INDL,C,D,STD,GLDD,USD,327.432,997.67,398.997,65.746,93.036,154.735,598.673,49.432,726.149,A,15.72
148349,20210930,2021,INDL,C,D,STD,TDG,USD,7030,19315,-2916,55.205,1764,1663,22225,680,4798,A,636.28
148350,20211231,2021,INDL,C,D,STD,TA,USD,877.184,3508.501,702.853,14.839,123.069,519.278,2805.648,58.524,7336.844,A,51.62
148390,20211231,2021,INDL,C,D,STD,FORM,USD,524.039,1020.52,815.78,78.241,102.276,148.754,204.74,83.924,769.674,A,45.72
148469,20211231,2021,INDL,C,D,STD,SAFT,USD,,2117.391,927.173,14.843,140.068,,1190.218,130.71,860.187,A,85.03
148950,20211231,2021,INDL,C,D,STD,NPO,USD,713,2969.8,1266.6,20.735,125.4,379.1,1653.1,177.2,1141.8,A,110.07
149070,20211231,2021,INDL,C,D,STD,CME,USD,161761.8,196780.3,27399.3,358.602,2645.2,160398.4,169381,2636.4,4689.7,A,228.46
149177,20211231,2021,INDL,C,D,STD,NXST,USD,1412.719,13264.462,2850.339,40.757,1181.12,787.294,10407.035,834.568,4648.371,A,150.98
149318,20211231,2021,INDL,C,D,STD,WYNN,USD,2875.917,12530.826,-214.418,115.715,-384.287,1287.88,13367.041,-755.786,3763.664,A,85.04
149337,20211231,2021,INDL,C,D,STD,NDAQ,USD,7423,20115,6395,166.68,1625,7872,13710,1187,5886,A,210.01
149618,20211231,2021,INDL,C,D,STD,BANC,USD,,9393.743,970.334,62.188,111.649,,8328.453,62.346,309.748,A,19.62
150139,20210131,2020,INDL,C,D,STD,DKS,USD,3759.65,7752.859,2339.534,84.93,916.477,2550.198,5413.325,530.251,9584.019,A,56.21
150278,20211231,2021,INDL,C,D,STD,CRI,USD,1913.521,3201.797,950.186,41.149,503.379,731.03,2251.611,339.748,3515.121,A,101.22
150279,20211231,2021,INDL,C,D,STD,PFS,USD,,13781.202,1697.096,76.97,288.217,,12084.106,167.921,489.148,A,24.22
150306,20211231,2021,INDL,C,D,STD,TCBI,USD,,34731.738,2909.616,50.619,459.499,,31522.122,253.939,1014.815,A,60.25
150477,20211231,2021,INDL,C,D,STD,PRAA,USD,,4366.243,1286.346,41.008,374.996,,3041.406,183.158,1095.732,A,50.21
150481,20211231,2021,INDL,C,D,STD,SAIA,USD,416.255,1845.25,1220.333,26.337,331.247,321.348,624.917,253.235,2288.704,A,337.03
151630,20211231,2021,INDL,C,D,STD,HALO,USD,926.287,1104.429,196.953,137.498,275.902,117.147,907.476,402.71,443.31,A,40.21
152049,20211231,2021,INDL,C,D,STD,FBMS,USD,,6077.414,676.172,21.019,99.132,,5401.242,64.167,212.918,A,38.62
152149,20211231,2021,INDL,C,D,STD,MOH,USD,10064,12209,2630,58,1174,7047,9579,659,27771,A,318.08
153130,20211231,2021,INDL,C,D,STD,AXS,USD,,27368.97,4860.656,84.774,711.526,,21958.314,618.609,5321.725,A,54.47
154039,20211231,2021,INDL,C,D,STD,NTGR,USD,883.093,1078.531,696.815,29.286,67.25,341.045,381.716,49.387,1168.073,A,29.21
154739,20211231,2021,INDL,C,D,STD,GOOD,USD,,1143.352,201.303,38.074,34.888,,770.529,9.773,137.688,A,25.77
155280,20211231,2021,INDL,C,D,STD,ATSG,USD,352.841,3267.335,1322.377,74.142,209.559,312.631,1944.958,231.42,1734.282,A,29.38
155393,20211231,2021,INDL,C,D,STD,WLL,USD,338.268,2457.931,1663.625,39.134,866.134,637.733,794.306,427.906,1533.481,A,64.68
155394,20211231,2021,INDL,C,D,STD,LKQ,USD,4254.368,12606.154,5771.744,287.015,1478.838,2165.446,6795.493,1090.873,13088.504,A,60.03
155738,20211231,2021,INDL,C,D,STD,NNI,USD,,21678.041,2951.206,37.916,592.127,,18725.203,393.286,1414.703,A,97.68
155754,20211231,2021,INDL,C,D,STD,AHT,USD,,4098.143,-2.719,34.49,-126.967,,4078.055,-267.005,805.06,A,9.6
156155,20211130,2021,INDL,C,D,STD,SNX,USD,17734.144,27666.38,7905.975,95.571,735.368,14233.455,19760.405,395.069,31614.169,A,114.36
156383,20211231,2021,INDL,C,D,STD,AEL,USD,,78349.109,6323.099,92.514,633.652,,72025.982,473.992,3689.471,A,38.92
156614,20210131,2020,INDL,C,D,STD,CONN,USD,844.063,1755.084,557.155,29.226,36.124,211.756,1197.929,-3.137,1385.209,A,11.69
156861,20211231,2021,INDL,C,D,STD,TPX,USD,1275.6,4323.4,285.8,187.4,887.9,1053.4,4028.4,624.5,4930.8,A,47.03
156953,20211231,2021,INDL,C,D,STD,HTH,USD,,18689.08,2522.668,78.965,587.439,,16139.877,374.495,1940.248,A,35.14
157057,20211231,2021,INDL,C,D,STD,AIZ,USD,,33911.5,5489.7,55.754,963.2,,28421.8,1372.4,10187.6,A,155.86
157153,20210930,2021,INDL,C,D,STD,CMP,USD,531.4,1630.9,293.1,34.054,79,195.4,1337.8,-213.3,836.6,A,51.08
157679,20211231,2021,INDL,C,D,STD,SRC,USD,,7330.87,3833.622,127.699,263.808,,3331.071,171.702,608.39,A,48.19
157855,20210131,2020,INDL,C,D,STD,CRM,USD,21889,66301,41493,919,639,17728,24808,4072,21252,A,222.53
157865,20210630,2021,INDL,C,D,STD,MEIP,USD,164.817,174.098,41.362,112.615,-69.685,30.294,132.736,-50.575,25.535,A,2.67
157955,20211231,2021,INDL,C,D,STD,AGO,USD,,18208,6292,67.518,684,,11708,389,871,A,50.2
158053,20211231,2021,INDL,C,D,STD,NYMT,USD,,5641.698,1802.81,379.405,213.843,,3209.916,193.2,380.19,A,3.72
158354,20211231,2021,INDL,C,D,STD,GNW,USD,,99171,15510,507.4,923,,82905,904,7335,A,4.05
158563,20211231,2021,INDL,C,D,STD,CYTK,USD,535.672,841.319,243.863,84.8,-168.869,71.86,597.456,-215.314,70.428,A,45.58
158587,20211231,2021,INDL,C,D,STD,TBBK,USD,,6843.239,652.454,57.371,198.2,,6190.785,110.653,326.864,A,25.31
158737,20211231,2021,INDL,C,D,STD,SP,USD,187.5,1116.2,222.5,23.224,73.3,332.8,894.1,31.7,1177.2,A,28.22
158742,20211231,2021,INDL,C,D,STD,MKTX,USD,,1530.452,1041.309,37.919,342.136,,489.143,257.888,699.352,A,411.27
158743,20211231,2021,INDL,C,D,STD,BGS,USD,834.456,3828.545,920.254,68.522,270.632,244.287,2908.291,67.363,2056.264,A,30.73
160173,20211231,2021,INDL,C,D,STD,ABR,USD,,15073.845,1861.959,151.362,638.462,,12523.861,339.3,836.486,A,18.32
160211,20211231,2021,INDL,C,D,STD,DPZ,USD,860.54,1671.816,-4209.536,36.138,780.408,590.741,5881.352,510.467,4357.373,A,564.33
160225,20211231,2021,INDL,C,D,STD,MA,USD,16949,37669,7312,980,10258,13162,30257,8687,18884,A,359.32
160329,20211231,2021,INDL,C,D,STD,GOOGL,USD,188143,359268,251635,662.121,78714,64254,107633,76033,257637,A,2897.04
160340,20211231,2021,INDL,C,D,STD,MNKD,USD,219.744,321.161,-209.349,251.478,-51.144,48.349,530.51,-80.926,75.442,A,4.37
160341,20211231,2021,INDL,C,D,STD,WTI,USD,358.259,1193.207,-247.18,142.863,187.562,324.376,1440.387,-41.478,558.01,A,3.23
160373,20211231,2021,INDL,C,D,STD,MORN,USD,887.6,2862.7,1415.9,43.136,301.4,783.5,1446.8,193.3,1699.3,A,341.99
160376,20211231,2021,INDL,C,D,STD,TXRH,USD,563.525,2511.952,1058.124,69.382,295.992,602.144,1438.468,245.294,3463.946,A,89.28
160479,20211231,2021,INDL,C,D,STD,EXR,USD,,10474.477,3116.496,133.922,923.505,,6688.501,827.649,1665.674,A,226.73
160598,20210930,2021,INDL,C,D,STD,BECN,USD,2668.7,5554.5,1742.8,70.1,473.3,1463.1,3412.5,-45.5,6642,A,57.35
160621,20211231,2021,INDL,C,D,STD,SFL,USD,250.316,3459.297,982.327,138.551,206.082,400.316,2476.97,164.343,513.396,A,8.15
160668,20211231,2021,INDL,C,D,STD,INVA,USD,313.673,926.395,414.743,69.566,375.103,5.807,400.46,265.854,391.866,A,17.25
160681,20211231,2021,INDL,C,D,STD,HY,USD,1350,1970.1,357.1,16.827,-86.8,1104.6,1587.2,-173,3075.7,A,41.1
160684,20211231,2021,INDL,C,D,STD,WLK,USD,5263,18459,7955,127.916,2835,2344,9931,2015,11778,A,97.13
160706,20211231,2021,INDL,C,D,STD,DRH,USD,,2965.306,1515.166,210.747,-155.8,,1444.342,-194.584,568.081,A,9.61
160770,20211231,2021,INDL,C,D,STD,MRTX,USD,1507.983,1588.754,1397.038,55.357,-573.181,143.658,191.716,-581.784,72.092,A,146.69
160776,20211231,2021,INDL,C,D,STD,SBNY,USD,,118445.427,7840.611,60.632,1425.011,,110604.809,918.441,2311.273,A,323.47
160785,20211231,2021,INDL,C,D,STD,VVI,USD,197.616,1037.63,6.282,20.553,-57.723,175.126,807.757,-92.655,507.34,A,42.79
160888,20211231,2021,INDL,C,D,STD,MPWR,USD,1124.852,1585.825,1243.985,46.256,258.417,226.944,341.84,242.023,1207.798,A,493.33
160893,20210331,2020,INDL,C,D,STD,ENS,USD,1691.317,3462.797,1539.755,42.753,245.152,676.988,1919.221,143.374,2977.932,A,83.06
160913,20211231,2021,INDL,C,D,STD,ORA,USD,601.932,4425.678,1854.999,56.056,186.573,544.156,2417.888,62.092,663.084,A,79.3
160990,20211231,2021,INDL,C,D,STD,CUBE,USD,,6548.079,2871.563,223.918,315.877,,3549.699,223.482,847.839,A,56.91
160991,20211231,2021,INDL,C,D,STD,DLR,USD,,36369.56,17272.878,284.415,751.933,,17845.778,1709.259,4485.806,A,176.87
161048,20211231,2021,INDL,C,D,STD,ACC,USD,,7574.586,3117.378,138.972,173.654,,4273.301,35.489,945.103,A,57.29
161813,20211231,2021,INDL,C,D,STD,BXC,USD,945.167,1317.454,363.249,9.726,425.715,243.791,954.205,296.133,4277.178,A,95.76
161844,20211231,2021,INDL,C,D,STD,LVS,USD,5510,20059,1996,763.99,-603,2565,17811,-961,4293,A,37.64
161853,20210630,2021,INDL,C,D,STD,KRNY,USD,,7283.735,1042.944,76.205,103.101,,6240.791,63.233,255.016,A,13.25
161997,20211231,2021,INDL,C,D,STD,HURN,USD,257.682,1119.349,571.9,21.87,67.22,205.184,547.449,62.987,926.958,A,49.9
162127,20211231,2021,INDL,C,D,STD,CNSL,USD,427.815,3712.692,540.713,113.647,140.882,285.545,2876.316,-107.085,1282.233,A,7.48
162129,20211231,2021,INDL,C,D,STD,MOS,USD,5325.3,22036.4,10604.1,368.732,2693.6,4787.4,11287.9,1630.6,12357.4,A,39.29
162146,20211231,2021,INDL,C,D,STD,CYRX,USD,693.516,1112.97,631.553,49.616,-13.423,42.645,471.142,-275.528,222.608,A,59.17
162160,20211231,2021,INDL,C,D,STD,MPW,USD,,20519.801,8440.188,596.748,1067.172,,12074.13,656.021,1573.157,A,23.63
162254,20211231,2021,INDL,C,D,STD,CE,USD,3807,11975,4189,108.024,1988,2505,7438,1890,8537,A,168.06
162264,20211231,2021,INDL,C,D,STD,NP,USD,347,1081.7,316,16.779,69.4,175,765.7,-24.9,1028.5,A,46.28
162293,20211231,2021,INDL,C,D,STD,INBK,USD,,4210.994,380.338,9.754,62.261,,3830.656,48.114,164.204,A,47.04
162335,20210331,2020,INDL,C,D,STD,PBH,USD,269.835,3429.273,1358.298,49.911,297.402,122.138,2070.975,164.682,943.365,A,34.87
162354,20210930,2021,INDL,C,D,STD,DLB,USD,1760.498,3105.687,2597.979,101.073,340.759,315.717,501.455,310.227,1281.256,A,95.22
162385,20211231,2021,INDL,C,D,STD,WEX,USD,5299.512,10306.828,1838.773,44.827,399.018,4399.699,8213.949,0.137,1850.542,A,140.39
162401,20211231,2021,INDL,C,D,STD,HUN,USD,3928,9392,4378,214.17,774,2051,4833,1045,8453,A,34.88
162404,20211231,2021,INDL,C,D,STD,LHCG,USD,433.142,2895.621,1566.242,30.634,194.882,408.79,1226.021,115.728,2219.622,A,137.23
162449,20211231,2021,INDL,C,D,STD,EXLS,USD,578.144,1282.904,693.156,33.291,159.742,495.686,589.748,114.758,1122.293,A,144.77
162453,20211231,2021,INDL,C,D,STD,AMTX,USD,20.693,160.831,-120.239,33.461,-15.825,65.33,281.069,-47.147,211.949,A,12.3
162559,20211231,2021,INDL,C,D,STD,LAZ,USD,,7147.181,975.22,100.72,843.782,,5494.217,528.064,3291.91,A,43.63
162887,20211231,2021,INDL,C,D,STD,DXCM,USD,3684.4,4863.6,2251.5,96.9,265.8,720.8,2612.1,154.7,2448.5,A,536.95
162988,20210131,2020,INDL,C,D,STD,ZUMZ,USD,535.277,998.364,552.596,25.599,101.741,195.452,445.768,76.227,990.652,A,36.78
163036,20211231,2021,INDL,C,D,STD,BLDR,USD,3968.269,10714.343,4802.481,179.82,2513.324,2128.711,5911.862,1725.416,19893.856,A,85.71
163051,20210131,2020,INDL,C,D,STD,CTRN,USD,244.442,494.593,163.634,9.877,31.933,182.845,330.959,23.978,783.294,A,49.68
163113,20211231,2021,INDL,C,D,STD,KOP,USD,628.1,1661.9,406.6,21.096,124.6,285.7,1251.1,85.2,1678.6,A,31.3
163610,20211231,2021,INDL,C,D,STD,ICE,USD,154300,193502,22709,561,3551,153411,170754,4058,9168,A,136.77
163678,20211231,2021,INDL,C,D,STD,EVRI,USD,552.638,1635.65,174.5,91.313,196.404,471.794,1461.15,152.925,660.385,A,21.35
163685,20211231,2021,INDL,C,D,STD,EGLE,USD,156.033,1126.658,671.266,12.917,260.238,123.601,455.392,184.898,594.538,A,45.5
163765,20211231,2021,INDL,C,D,STD,CPS,USD,994.897,2226.493,324.883,16.992,-147.229,597.615,1895.133,-322.835,2330.191,A,22.41
163884,20211231,2021,INDL,C,D,STD,FSP,USD,,1364.173,783.203,103.999,13.395,,580.97,92.717,209.779,A,5.95
163889,20211231,2021,INDL,C,D,STD,ATRC,USD,196.076,615.312,483.756,46.016,-47.295,56.445,131.556,50.199,274.329,A,69.53
163891,20211231,2021,INDL,C,D,STD,RUTH,USD,146.194,535.979,135.211,33.503,50.391,135.415,400.768,42.275,429.123,A,19.9
163920,20211231,2021,INDL,C,D,STD,WAL,USD,,55982.6,4668.1,106.631,1423,,51020,899.2,2055.7,A,107.65
163924,20211231,2021,INDL,C,D,STD,JRVR,USD,,4948.55,725.362,37.373,-191.71,,4223.188,-172.799,768.282,A,28.81
163930,20211231,2021,INDL,C,D,STD,GNK,USD,174.83,1203.002,916.587,41.925,196.191,41.895,286.327,182.007,547.129,A,16
163946,20211231,2021,INDL,C,D,STD,CF,USD,2593,12375,3206,207.576,2091,1432,6339,917,6538,A,70.78
